episode,winner,reward_0,reward_1,epsilon_0,epsilon_1
608,0,0.988,-0.012,0.05,0.05
609,1,-0.016,0.985,0.05,0.05
610,0,0.986,-0.014,0.05,0.05
611,1,-0.011,0.99,0.05,0.05
612,1,-0.014,0.987,0.05,0.05
613,1,-0.013,0.988,0.05,0.05
614,0,0.984,-0.016,0.05,0.05
615,1,-0.015,0.986,0.05,0.05
616,1,-0.01,0.991,0.05,0.05
617,0,0.986,-0.014,0.05,0.05
618,1,-0.012,0.989,0.05,0.05
619,1,-0.015,0.986,0.05,0.05
620,1,-0.016,0.985,0.05,0.05
621,0,0.984,-0.016,0.05,0.05
622,1,-0.012,0.989,0.05,0.05
623,1,-0.012,0.989,0.05,0.05
624,0,0.986,-0.014,0.05,0.05
625,0,0.986,-0.014,0.05,0.05
626,0,0.986,-0.014,0.05,0.05
627,0,0.984,-0.016,0.05,0.05
628,1,-0.016,0.985,0.05,0.05
629,0,0.987,-0.013,0.05,0.05
630,0,0.984,-0.016,0.05,0.05
631,1,-0.008,0.993,0.05,0.05
632,1,-0.015,0.986,0.05,0.05
633,1,-0.016,0.985,0.05,0.05
634,0,0.984,-0.016,0.05,0.05
635,1,-0.01,0.991,0.05,0.05
636,1,-0.014,0.987,0.05,0.05
637,1,-0.01,0.991,0.05,0.05
638,0,0.984,-0.016,0.05,0.05
639,0,0.986,-0.014,0.05,0.05
640,0,0.987,-0.013,0.05,0.05
641,0,0.984,-0.016,0.05,0.05
642,1,-0.014,0.987,0.05,0.05
643,0,0.986,-0.014,0.05,0.05
644,1,-0.012,0.989,0.05,0.05
645,1,-0.016,0.985,0.05,0.05
646,0,0.986,-0.014,0.05,0.05
647,0,0.985,-0.015,0.05,0.05
648,0,0.99,-0.01,0.05,0.05
649,0,0.985,-0.015,0.05,0.05
650,0,0.996,-0.004,0.05,0.05
651,1,-0.016,0.985,0.05,0.05
652,0,0.985,-0.015,0.05,0.05
653,0,0.987,-0.013,0.05,0.05
654,1,-0.016,0.985,0.05,0.05
655,0,0.985,-0.015,0.05,0.05
656,1,-0.014,0.987,0.05,0.05
657,0,0.986,-0.014,0.05,0.05
658,1,-0.012,0.989,0.05,0.05
659,1,-0.015,0.986,0.05,0.05
660,0,0.987,-0.013,0.05,0.05
661,0,0.986,-0.014,0.05,0.05
662,1,-0.013,0.988,0.05,0.05
663,1,-0.015,0.986,0.05,0.05
664,0,0.986,-0.014,0.05,0.05
665,1,-0.011,0.99,0.05,0.05
666,0,0.987,-0.013,0.05,0.05
667,1,-0.017,0.984,0.05,0.05
668,0,0.985,-0.015,0.05,0.05
669,0,0.987,-0.013,0.05,0.05
670,0,0.989,-0.011,0.05,0.05
671,0,0.99,-0.01,0.05,0.05
672,1,-0.015,0.986,0.05,0.05
673,0,0.987,-0.013,0.05,0.05
674,1,-0.015,0.986,0.05,0.05
675,0,0.985,-0.015,0.05,0.05
676,1,-0.015,0.986,0.05,0.05
677,0,0.988,-0.012,0.05,0.05
678,1,-0.014,0.987,0.05,0.05
679,1,-0.014,0.987,0.05,0.05
680,1,-0.016,0.985,0.05,0.05
681,0,0.985,-0.015,0.05,0.05
682,1,-0.014,0.987,0.05,0.05
683,0,0.987,-0.013,0.05,0.05
684,1,-0.007,0.994,0.05,0.05
685,1,-0.017,0.984,0.05,0.05
686,1,-0.015,0.986,0.05,0.05
687,0,0.985,-0.015,0.05,0.05
688,1,-0.013,0.988,0.05,0.05
689,1,-0.014,0.987,0.05,0.05
690,1,-0.015,0.986,0.05,0.05
691,1,-0.013,0.988,0.05,0.05
692,1,-0.014,0.987,0.05,0.05
693,0,0.985,-0.015,0.05,0.05
694,1,-0.012,0.989,0.05,0.05
695,0,0.989,-0.011,0.05,0.05
696,0,0.987,-0.013,0.05,0.05
697,1,-0.016,0.985,0.05,0.05
698,1,-0.013,0.988,0.05,0.05
699,1,-0.015,0.986,0.05,0.05
700,0,0.986,-0.014,0.05,0.05
701,0,0.984,-0.016,0.05,0.05
702,1,-0.015,0.986,0.05,0.05
703,0,0.986,-0.014,0.05,0.05
704,0,0.986,-0.014,0.05,0.05
705,1,-0.013,0.988,0.05,0.05
706,0,0.985,-0.015,0.05,0.05
707,1,-0.017,0.984,0.05,0.05
708,0,0.986,-0.014,0.05,0.05
709,0,0.987,-0.013,0.05,0.05
710,1,-0.013,0.988,0.05,0.05
711,0,0.988,-0.012,0.05,0.05
712,0,0.986,-0.014,0.05,0.05
713,0,0.989,-0.011,0.05,0.05
714,0,0.986,-0.014,0.05,0.05
715,1,-0.013,0.988,0.05,0.05
716,1,-0.013,0.988,0.05,0.05
717,1,-0.015,0.986,0.05,0.05
718,0,0.986,-0.014,0.05,0.05
719,0,0.984,-0.016,0.05,0.05
720,0,0.984,-0.016,0.05,0.05
721,1,-0.015,0.986,0.05,0.05
722,0,0.985,-0.015,0.05,0.05
723,0,0.985,-0.015,0.05,0.05
724,1,-0.01,0.991,0.05,0.05
725,1,-0.016,0.985,0.05,0.05
726,0,0.985,-0.015,0.05,0.05
727,0,0.986,-0.014,0.05,0.05
728,1,-0.017,0.984,0.05,0.05
729,0,0.995,-0.005,0.05,0.05
730,1,-0.017,0.984,0.05,0.05
731,1,-0.015,0.986,0.05,0.05
732,0,0.989,-0.011,0.05,0.05
733,0,0.984,-0.016,0.05,0.05
734,1,-0.014,0.987,0.05,0.05
735,1,-0.013,0.988,0.05,0.05
736,1,-0.016,0.985,0.05,0.05
737,0,0.984,-0.016,0.05,0.05
738,0,0.985,-0.015,0.05,0.05
739,1,-0.012,0.989,0.05,0.05
740,1,-0.005,0.996,0.05,0.05
741,0,0.988,-0.012,0.05,0.05
742,1,-0.01,0.991,0.05,0.05
743,0,0.99,-0.01,0.05,0.05
744,0,0.992,-0.008,0.05,0.05
745,0,0.986,-0.014,0.05,0.05
746,0,0.988,-0.012,0.05,0.05
747,1,-0.016,0.985,0.05,0.05
748,1,-0.012,0.989,0.05,0.05
749,1,-0.014,0.987,0.05,0.05
750,1,-0.008,0.993,0.05,0.05
751,0,0.99,-0.01,0.05,0.05
752,1,-0.014,0.987,0.05,0.05
753,0,0.989,-0.011,0.05,0.05
754,0,0.986,-0.014,0.05,0.05
755,0,0.993,-0.007,0.05,0.05
756,0,0.984,-0.016,0.05,0.05
757,0,0.984,-0.016,0.05,0.05
758,1,-0.016,0.985,0.05,0.05
759,0,0.986,-0.014,0.05,0.05
760,1,-0.014,0.987,0.05,0.05
761,0,0.988,-0.012,0.05,0.05
762,1,-0.012,0.989,0.05,0.05
763,0,0.984,-0.016,0.05,0.05
764,1,-0.009,0.992,0.05,0.05
765,1,-0.017,0.984,0.05,0.05
766,0,0.988,-0.012,0.05,0.05
767,0,0.986,-0.014,0.05,0.05
768,0,0.984,-0.016,0.05,0.05
769,1,-0.017,0.984,0.05,0.05
770,0,0.986,-0.014,0.05,0.05
771,0,0.984,-0.016,0.05,0.05
772,1,-0.015,0.986,0.05,0.05
773,0,0.987,-0.013,0.05,0.05
774,1,-0.017,0.984,0.05,0.05
775,1,-0.006,0.995,0.05,0.05
776,1,-0.015,0.986,0.05,0.05
777,1,-0.016,0.985,0.05,0.05
778,1,-0.014,0.987,0.05,0.05
779,0,0.994,-0.006,0.05,0.05
780,1,-0.017,0.984,0.05,0.05
781,1,-0.012,0.989,0.05,0.05
782,0,0.988,-0.012,0.05,0.05
783,1,-0.014,0.987,0.05,0.05
784,0,0.986,-0.014,0.05,0.05
785,0,0.989,-0.011,0.05,0.05
786,1,-0.015,0.986,0.05,0.05
787,1,-0.016,0.985,0.05,0.05
788,1,-0.015,0.986,0.05,0.05
789,1,-0.011,0.99,0.05,0.05
790,0,0.995,-0.005,0.05,0.05
791,0,0.985,-0.015,0.05,0.05
792,1,-0.014,0.987,0.05,0.05
793,0,0.987,-0.013,0.05,0.05
794,0,0.984,-0.016,0.05,0.05
795,0,0.985,-0.015,0.05,0.05
796,0,0.985,-0.015,0.05,0.05
797,1,-0.014,0.987,0.05,0.05
798,0,0.988,-0.012,0.05,0.05
799,0,0.985,-0.015,0.05,0.05
800,1,-0.014,0.987,0.05,0.05
801,0,0.99,-0.01,0.05,0.05
802,1,-0.014,0.987,0.05,0.05
803,0,0.995,-0.005,0.05,0.05
804,1,-0.012,0.989,0.05,0.05
805,0,0.984,-0.016,0.05,0.05
806,0,0.988,-0.012,0.05,0.05
807,0,0.984,-0.016,0.05,0.05
808,0,0.985,-0.015,0.05,0.05
809,0,0.992,-0.008,0.05,0.05
810,0,0.988,-0.012,0.05,0.05
811,0,0.985,-0.015,0.05,0.05
812,1,-0.01,0.991,0.05,0.05
813,1,-0.014,0.987,0.05,0.05
814,0,0.985,-0.015,0.05,0.05
815,1,-0.007,0.994,0.05,0.05
816,1,-0.015,0.986,0.05,0.05
817,0,0.987,-0.013,0.05,0.05
818,0,0.99,-0.01,0.05,0.05
819,0,0.984,-0.016,0.05,0.05
820,0,0.985,-0.015,0.05,0.05
821,0,0.985,-0.015,0.05,0.05
822,0,0.985,-0.015,0.05,0.05
823,1,-0.016,0.985,0.05,0.05
824,1,-0.014,0.987,0.05,0.05
825,1,-0.01,0.991,0.05,0.05
826,1,-0.014,0.987,0.05,0.05
827,0,0.987,-0.013,0.05,0.05
828,0,0.987,-0.013,0.05,0.05
829,1,-0.016,0.985,0.05,0.05
830,0,0.988,-0.012,0.05,0.05
831,0,0.985,-0.015,0.05,0.05
832,0,0.99,-0.01,0.05,0.05
833,1,-0.012,0.989,0.05,0.05
834,1,-0.015,0.986,0.05,0.05
835,0,0.988,-0.012,0.05,0.05
836,0,0.985,-0.015,0.05,0.05
837,0,0.984,-0.016,0.05,0.05
838,1,-0.007,0.994,0.05,0.05
839,1,-0.012,0.989,0.05,0.05
840,1,-0.015,0.986,0.05,0.05
841,1,-0.013,0.988,0.05,0.05
842,1,-0.01,0.991,0.05,0.05
843,1,-0.014,0.987,0.05,0.05
844,1,-0.01,0.991,0.05,0.05
845,0,0.988,-0.012,0.05,0.05
846,0,0.985,-0.015,0.05,0.05
847,0,0.985,-0.015,0.05,0.05
848,1,-0.015,0.986,0.05,0.05
849,0,0.985,-0.015,0.05,0.05
850,1,-0.007,0.994,0.05,0.05
851,1,-0.013,0.988,0.05,0.05
852,1,-0.016,0.985,0.05,0.05
853,1,-0.016,0.985,0.05,0.05
854,1,-0.015,0.986,0.05,0.05
855,0,0.99,-0.01,0.05,0.05
856,0,0.986,-0.014,0.05,0.05
857,0,0.988,-0.012,0.05,0.05
858,1,-0.015,0.986,0.05,0.05
859,0,0.986,-0.014,0.05,0.05
860,0,0.985,-0.015,0.05,0.05
861,1,-0.017,0.984,0.05,0.05
862,1,-0.01,0.991,0.05,0.05
863,1,-0.014,0.987,0.05,0.05
864,0,0.986,-0.014,0.05,0.05
865,1,-0.011,0.99,0.05,0.05
866,1,-0.016,0.985,0.05,0.05
867,0,0.984,-0.016,0.05,0.05
868,1,-0.011,0.99,0.05,0.05
869,1,-0.015,0.986,0.05,0.05
870,0,0.984,-0.016,0.05,0.05
871,0,0.988,-0.012,0.05,0.05
872,1,-0.016,0.985,0.05,0.05
873,0,0.987,-0.013,0.05,0.05
874,1,-0.011,0.99,0.05,0.05
875,0,0.984,-0.016,0.05,0.05
876,0,0.986,-0.014,0.05,0.05
877,1,-0.015,0.986,0.05,0.05
878,1,-0.015,0.986,0.05,0.05
879,1,-0.017,0.984,0.05,0.05
880,0,0.986,-0.014,0.05,0.05
881,1,-0.005,0.996,0.05,0.05
882,0,0.988,-0.012,0.05,0.05
883,1,-0.017,0.984,0.05,0.05
884,0,0.989,-0.011,0.05,0.05
885,0,0.984,-0.016,0.05,0.05
886,1,-0.015,0.986,0.05,0.05
887,1,-0.016,0.985,0.05,0.05
888,1,-0.008,0.993,0.05,0.05
889,0,0.992,-0.008,0.05,0.05
890,0,0.986,-0.014,0.05,0.05
891,1,-0.017,0.984,0.05,0.05
892,0,0.985,-0.015,0.05,0.05
893,1,-0.011,0.99,0.05,0.05
894,0,0.984,-0.016,0.05,0.05
895,0,0.985,-0.015,0.05,0.05
896,1,-0.014,0.987,0.05,0.05
897,0,0.984,-0.016,0.05,0.05
898,0,0.984,-0.016,0.05,0.05
899,0,0.991,-0.009,0.05,0.05
900,0,0.985,-0.015,0.05,0.05
901,0,0.985,-0.015,0.05,0.05
902,1,-0.015,0.986,0.05,0.05
903,1,-0.014,0.987,0.05,0.05
904,0,0.989,-0.011,0.05,0.05
905,1,-0.016,0.985,0.05,0.05
906,0,0.995,-0.005,0.05,0.05
907,1,-0.011,0.99,0.05,0.05
908,0,0.991,-0.009,0.05,0.05
909,1,-0.013,0.988,0.05,0.05
910,1,-0.009,0.992,0.05,0.05
911,1,-0.007,0.994,0.05,0.05
912,1,-0.017,0.984,0.05,0.05
913,1,-0.013,0.988,0.05,0.05
914,1,-0.015,0.986,0.05,0.05
915,0,0.986,-0.014,0.05,0.05
916,0,0.986,-0.014,0.05,0.05
917,1,-0.011,0.99,0.05,0.05
918,0,0.988,-0.012,0.05,0.05
919,1,-0.015,0.986,0.05,0.05
920,1,-0.012,0.989,0.05,0.05
921,1,-0.016,0.985,0.05,0.05
922,0,0.984,-0.016,0.05,0.05
923,1,-0.014,0.987,0.05,0.05
924,1,-0.007,0.994,0.05,0.05
925,0,0.985,-0.015,0.05,0.05
926,0,0.987,-0.013,0.05,0.05
927,0,0.986,-0.014,0.05,0.05
928,0,0.989,-0.011,0.05,0.05
929,1,-0.016,0.985,0.05,0.05
930,1,-0.01,0.991,0.05,0.05
931,1,-0.009,0.992,0.05,0.05
932,0,0.985,-0.015,0.05,0.05
933,0,0.988,-0.012,0.05,0.05
934,0,0.986,-0.014,0.05,0.05
935,0,0.985,-0.015,0.05,0.05
936,1,-0.014,0.987,0.05,0.05
937,0,0.989,-0.011,0.05,0.05
938,0,0.984,-0.016,0.05,0.05
939,0,0.993,-0.007,0.05,0.05
940,0,0.987,-0.013,0.05,0.05
941,0,0.986,-0.014,0.05,0.05
942,0,0.984,-0.016,0.05,0.05
943,0,0.988,-0.012,0.05,0.05
944,0,0.987,-0.013,0.05,0.05
945,0,0.985,-0.015,0.05,0.05
946,1,-0.016,0.985,0.05,0.05
947,1,-0.005,0.996,0.05,0.05
948,1,-0.016,0.985,0.05,0.05
949,1,-0.008,0.993,0.05,0.05
950,1,-0.014,0.987,0.05,0.05
951,0,0.985,-0.015,0.05,0.05
952,1,-0.016,0.985,0.05,0.05
953,0,0.988,-0.012,0.05,0.05
954,0,0.991,-0.009,0.05,0.05
955,1,-0.017,0.984,0.05,0.05
956,0,0.985,-0.015,0.05,0.05
957,1,-0.015,0.986,0.05,0.05
958,1,-0.01,0.991,0.05,0.05
959,1,-0.014,0.987,0.05,0.05
960,0,0.985,-0.015,0.05,0.05
961,1,-0.015,0.986,0.05,0.05
962,1,-0.012,0.989,0.05,0.05
963,0,0.985,-0.015,0.05,0.05
964,1,-0.012,0.989,0.05,0.05
965,1,-0.009,0.992,0.05,0.05
966,0,0.985,-0.015,0.05,0.05
967,1,-0.016,0.985,0.05,0.05
968,1,-0.007,0.994,0.05,0.05
969,1,-0.016,0.985,0.05,0.05
970,1,-0.015,0.986,0.05,0.05
971,1,-0.014,0.987,0.05,0.05
972,0,0.985,-0.015,0.05,0.05
973,1,-0.012,0.989,0.05,0.05
974,1,-0.015,0.986,0.05,0.05
975,1,-0.01,0.991,0.05,0.05
976,0,0.987,-0.013,0.05,0.05
977,0,0.987,-0.013,0.05,0.05
978,1,-0.015,0.986,0.05,0.05
979,1,-0.013,0.988,0.05,0.05
980,0,0.985,-0.015,0.05,0.05
981,1,-0.015,0.986,0.05,0.05
982,0,0.99,-0.01,0.05,0.05
983,1,-0.017,0.984,0.05,0.05
984,1,-0.016,0.985,0.05,0.05
985,1,-0.014,0.987,0.05,0.05
986,1,-0.015,0.986,0.05,0.05
987,1,-0.015,0.986,0.05,0.05
988,1,-0.015,0.986,0.05,0.05
989,1,-0.017,0.984,0.05,0.05
990,0,0.985,-0.015,0.05,0.05
991,1,-0.016,0.985,0.05,0.05
992,1,-0.009,0.992,0.05,0.05
993,1,-0.015,0.986,0.05,0.05
994,1,-0.015,0.986,0.05,0.05
995,0,0.986,-0.014,0.05,0.05
996,1,-0.016,0.985,0.05,0.05
997,0,0.99,-0.01,0.05,0.05
998,1,-0.016,0.985,0.05,0.05
999,0,0.991,-0.009,0.05,0.05
1000,0,0.984,-0.016,0.05,0.05
1001,0,0.991,-0.009,0.05,0.05
1002,1,-0.014,0.987,0.05,0.05
1003,0,0.987,-0.013,0.05,0.05
1004,0,0.987,-0.013,0.05,0.05
1005,1,-0.009,0.992,0.05,0.05
1006,1,-0.013,0.988,0.05,0.05
1007,1,-0.014,0.987,0.05,0.05
1008,0,0.987,-0.013,0.05,0.05
1009,1,-0.016,0.985,0.05,0.05
1010,1,-0.009,0.992,0.05,0.05
1011,1,-0.015,0.986,0.05,0.05
1012,0,0.985,-0.015,0.05,0.05
1013,0,0.987,-0.013,0.05,0.05
1014,0,0.987,-0.013,0.05,0.05
1015,0,0.992,-0.008,0.05,0.05
1016,1,-0.017,0.984,0.05,0.05
1017,0,0.997,-0.003,0.05,0.05
1018,0,0.988,-0.012,0.05,0.05
1019,0,0.984,-0.016,0.05,0.05
1020,1,-0.015,0.986,0.05,0.05
1021,1,-0.013,0.988,0.05,0.05
1022,1,-0.015,0.986,0.05,0.05
1023,1,-0.015,0.986,0.05,0.05
1024,1,-0.015,0.986,0.05,0.05
1025,1,-0.016,0.985,0.05,0.05
1026,1,-0.015,0.986,0.05,0.05
1027,0,0.986,-0.014,0.05,0.05
1028,0,0.984,-0.016,0.05,0.05
1029,1,-0.014,0.987,0.05,0.05
1030,1,-0.014,0.987,0.05,0.05
1031,1,-0.015,0.986,0.05,0.05
1032,1,-0.012,0.989,0.05,0.05
1033,1,-0.009,0.992,0.05,0.05
1034,1,-0.015,0.986,0.05,0.05
1035,0,0.997,-0.003,0.05,0.05
1036,1,-0.013,0.988,0.05,0.05
1037,0,0.988,-0.012,0.05,0.05
1038,1,-0.014,0.987,0.05,0.05
1039,1,-0.015,0.986,0.05,0.05
1040,0,0.985,-0.015,0.05,0.05
1041,0,0.995,-0.005,0.05,0.05
1042,0,0.992,-0.008,0.05,0.05
1043,1,-0.014,0.987,0.05,0.05
1044,0,0.986,-0.014,0.05,0.05
1045,1,-0.015,0.986,0.05,0.05
1046,1,-0.012,0.989,0.05,0.05
1047,0,0.988,-0.012,0.05,0.05
1048,0,0.986,-0.014,0.05,0.05
1049,0,0.984,-0.016,0.05,0.05
1050,0,0.992,-0.008,0.05,0.05
1051,1,-0.016,0.985,0.05,0.05
1052,1,-0.016,0.985,0.05,0.05
1053,0,0.984,-0.016,0.05,0.05
1054,1,-0.009,0.992,0.05,0.05
1055,1,-0.013,0.988,0.05,0.05
1056,1,-0.015,0.986,0.05,0.05
1057,0,0.985,-0.015,0.05,0.05
1058,0,0.984,-0.016,0.05,0.05
1059,1,-0.013,0.988,0.05,0.05
1060,1,-0.015,0.986,0.05,0.05
1061,1,-0.017,0.984,0.05,0.05
1062,1,-0.017,0.984,0.05,0.05
1063,0,0.994,-0.006,0.05,0.05
1064,1,-0.015,0.986,0.05,0.05
1065,1,-0.014,0.987,0.05,0.05
1066,1,-0.016,0.985,0.05,0.05
1067,1,-0.016,0.985,0.05,0.05
1068,0,0.984,-0.016,0.05,0.05
1069,0,0.985,-0.015,0.05,0.05
1070,0,0.984,-0.016,0.05,0.05
1071,0,0.986,-0.014,0.05,0.05
1072,0,0.987,-0.013,0.05,0.05
1073,0,0.994,-0.006,0.05,0.05
1074,0,0.986,-0.014,0.05,0.05
1075,1,-0.013,0.988,0.05,0.05
1076,0,0.988,-0.012,0.05,0.05
1077,0,0.985,-0.015,0.05,0.05
1078,0,0.986,-0.014,0.05,0.05
1079,1,-0.015,0.986,0.05,0.05
1080,0,0.985,-0.015,0.05,0.05
1081,0,0.985,-0.015,0.05,0.05
1082,0,0.987,-0.013,0.05,0.05
1083,0,0.985,-0.015,0.05,0.05
1084,1,-0.015,0.986,0.05,0.05
1085,0,0.986,-0.014,0.05,0.05
1086,0,0.987,-0.013,0.05,0.05
1087,0,0.986,-0.014,0.05,0.05
1088,1,-0.013,0.988,0.05,0.05
1089,0,0.989,-0.011,0.05,0.05
1090,0,0.985,-0.015,0.05,0.05
1091,1,-0.013,0.988,0.05,0.05
1092,1,-0.016,0.985,0.05,0.05
1093,0,0.987,-0.013,0.05,0.05
1094,1,-0.016,0.985,0.05,0.05
1095,0,0.984,-0.016,0.05,0.05
1096,1,-0.013,0.988,0.05,0.05
1097,1,-0.012,0.989,0.05,0.05
1098,1,-0.016,0.985,0.05,0.05
1099,0,0.985,-0.015,0.05,0.05
1100,1,-0.013,0.988,0.05,0.05
1101,1,-0.015,0.986,0.05,0.05
1102,1,-0.014,0.987,0.05,0.05
1103,0,0.988,-0.012,0.05,0.05
1104,0,0.984,-0.016,0.05,0.05
1105,1,-0.016,0.985,0.05,0.05
1106,0,0.997,-0.003,0.05,0.05
1107,1,-0.007,0.994,0.05,0.05
1108,0,0.984,-0.016,0.05,0.05
1109,1,-0.015,0.986,0.05,0.05
1110,0,0.995,-0.005,0.05,0.05
1111,0,0.987,-0.013,0.05,0.05
1112,0,0.985,-0.015,0.05,0.05
1113,0,0.986,-0.014,0.05,0.05
1114,1,-0.015,0.986,0.05,0.05
1115,0,0.984,-0.016,0.05,0.05
1116,0,0.988,-0.012,0.05,0.05
1117,1,-0.003,0.998,0.05,0.05
1118,1,-0.011,0.99,0.05,0.05
1119,1,-0.015,0.986,0.05,0.05
1120,1,-0.015,0.986,0.05,0.05
1121,1,-0.013,0.988,0.05,0.05
1122,1,-0.01,0.991,0.05,0.05
1123,1,-0.015,0.986,0.05,0.05
1124,1,-0.015,0.986,0.05,0.05
1125,1,-0.016,0.985,0.05,0.05
1126,1,-0.005,0.996,0.05,0.05
1127,1,-0.016,0.985,0.05,0.05
1128,0,0.985,-0.015,0.05,0.05
1129,1,-0.014,0.987,0.05,0.05
1130,1,-0.013,0.988,0.05,0.05
1131,1,-0.015,0.986,0.05,0.05
1132,1,-0.015,0.986,0.05,0.05
1133,0,0.992,-0.008,0.05,0.05
1134,1,-0.017,0.984,0.05,0.05
1135,1,-0.012,0.989,0.05,0.05
1136,1,-0.017,0.984,0.05,0.05
1137,0,0.985,-0.015,0.05,0.05
1138,0,0.986,-0.014,0.05,0.05
1139,0,0.986,-0.014,0.05,0.05
1140,0,0.984,-0.016,0.05,0.05
1141,0,0.986,-0.014,0.05,0.05
1142,0,0.986,-0.014,0.05,0.05
1143,1,-0.015,0.986,0.05,0.05
1144,0,0.986,-0.014,0.05,0.05
1145,1,-0.014,0.987,0.05,0.05
1146,0,0.987,-0.013,0.05,0.05
1147,1,-0.016,0.985,0.05,0.05
1148,0,0.986,-0.014,0.05,0.05
1149,1,-0.015,0.986,0.05,0.05
1150,1,-0.013,0.988,0.05,0.05
1151,1,-0.013,0.988,0.05,0.05
1152,1,-0.016,0.985,0.05,0.05
1153,0,0.987,-0.013,0.05,0.05
1154,0,0.986,-0.014,0.05,0.05
1155,0,0.987,-0.013,0.05,0.05
1156,1,-0.013,0.988,0.05,0.05
1157,0,0.986,-0.014,0.05,0.05
1158,1,-0.016,0.985,0.05,0.05
1159,0,0.984,-0.016,0.05,0.05
1160,1,-0.016,0.985,0.05,0.05
1161,0,0.99,-0.01,0.05,0.05
1162,1,-0.015,0.986,0.05,0.05
1163,0,0.986,-0.014,0.05,0.05
1164,1,-0.014,0.987,0.05,0.05
1165,1,-0.016,0.985,0.05,0.05
1166,1,-0.009,0.992,0.05,0.05
1167,0,0.987,-0.013,0.05,0.05
1168,0,0.987,-0.013,0.05,0.05
1169,0,0.985,-0.015,0.05,0.05
1170,0,0.985,-0.015,0.05,0.05
1171,1,-0.004,0.997,0.05,0.05
1172,1,-0.01,0.991,0.05,0.05
1173,0,0.984,-0.016,0.05,0.05
1174,1,-0.011,0.99,0.05,0.05
1175,0,0.984,-0.016,0.05,0.05
1176,1,-0.017,0.984,0.05,0.05
1177,0,0.987,-0.013,0.05,0.05
1178,1,-0.002,0.999,0.05,0.05
1179,0,0.988,-0.012,0.05,0.05
1180,0,0.99,-0.01,0.05,0.05
1181,1,-0.012,0.989,0.05,0.05
1182,1,-0.014,0.987,0.05,0.05
1183,0,0.984,-0.016,0.05,0.05
1184,1,-0.015,0.986,0.05,0.05
1185,0,0.999,-0.001,0.05,0.05
1186,0,0.987,-0.013,0.05,0.05
1187,1,-0.014,0.987,0.05,0.05
1188,1,-0.014,0.987,0.05,0.05
1189,0,0.99,-0.01,0.05,0.05
1190,0,0.985,-0.015,0.05,0.05
1191,1,-0.014,0.987,0.05,0.05
1192,0,0.987,-0.013,0.05,0.05
1193,1,-0.015,0.986,0.05,0.05
1194,1,-0.015,0.986,0.05,0.05
1195,1,-0.015,0.986,0.05,0.05
1196,0,0.988,-0.012,0.05,0.05
1197,0,0.991,-0.009,0.05,0.05
1198,0,0.988,-0.012,0.05,0.05
1199,0,0.987,-0.013,0.05,0.05
1200,0,0.985,-0.015,0.05,0.05
1201,0,0.988,-0.012,0.05,0.05
1202,1,-0.014,0.987,0.05,0.05
1203,1,-0.014,0.987,0.05,0.05
1204,1,-0.015,0.986,0.05,0.05
1205,0,0.987,-0.013,0.05,0.05
1206,1,-0.017,0.984,0.05,0.05
1207,0,0.985,-0.015,0.05,0.05
1208,1,-0.017,0.984,0.05,0.05
1209,0,0.987,-0.013,0.05,0.05
1210,1,-0.006,0.995,0.05,0.05
1211,0,0.988,-0.012,0.05,0.05
1212,0,0.989,-0.011,0.05,0.05
1213,1,-0.012,0.989,0.05,0.05
1214,1,-0.016,0.985,0.05,0.05
1215,0,0.989,-0.011,0.05,0.05
1216,0,0.985,-0.015,0.05,0.05
1217,1,-0.013,0.988,0.05,0.05
1218,0,0.992,-0.008,0.05,0.05
1219,0,0.986,-0.014,0.05,0.05
1220,0,0.988,-0.012,0.05,0.05
1221,1,-0.01,0.991,0.05,0.05
1222,1,-0.015,0.986,0.05,0.05
1223,1,-0.016,0.985,0.05,0.05
1224,0,0.995,-0.005,0.05,0.05
1225,1,-0.016,0.985,0.05,0.05
1226,0,0.995,-0.005,0.05,0.05
1227,1,-0.013,0.988,0.05,0.05
1228,0,0.984,-0.016,0.05,0.05
1229,0,0.988,-0.012,0.05,0.05
1230,1,-0.015,0.986,0.05,0.05
1231,1,-0.015,0.986,0.05,0.05
1232,1,-0.016,0.985,0.05,0.05
1233,1,-0.015,0.986,0.05,0.05
1234,0,0.984,-0.016,0.05,0.05
1235,0,0.986,-0.014,0.05,0.05
1236,0,0.986,-0.014,0.05,0.05
1237,0,0.988,-0.012,0.05,0.05
1238,0,0.99,-0.01,0.05,0.05
1239,0,0.989,-0.011,0.05,0.05
1240,0,0.985,-0.015,0.05,0.05
1241,1,-0.015,0.986,0.05,0.05
1242,1,-0.012,0.989,0.05,0.05
1243,0,0.986,-0.014,0.05,0.05
1244,0,0.984,-0.016,0.05,0.05
1245,0,0.988,-0.012,0.05,0.05
1246,0,0.989,-0.011,0.05,0.05
1247,1,-0.016,0.985,0.05,0.05
1248,1,-0.015,0.986,0.05,0.05
1249,1,-0.008,0.993,0.05,0.05
1250,0,0.989,-0.011,0.05,0.05
1251,1,-0.016,0.985,0.05,0.05
1252,1,-0.003,0.998,0.05,0.05
1253,0,0.984,-0.016,0.05,0.05
1254,1,-0.017,0.984,0.05,0.05
1255,1,-0.015,0.986,0.05,0.05
1256,1,-0.013,0.988,0.05,0.05
1257,1,-0.013,0.988,0.05,0.05
1258,1,-0.013,0.988,0.05,0.05
1259,1,-0.011,0.99,0.05,0.05
